"id","ownerid","ageclassid","sexid","kreisid","quartierid"
44470,84242,5,2,12,"121"
52922,84242,5,2,12,"121"
7067,574,10,2,2,"23"
13944,574,10,2,2,"23"
21052,574,10,2,2,"23"
28398,574,10,2,2,"23"
35988,574,10,2,2,"23"
43761,574,10,2,2,"23"
52267,574,10,2,2,"23"
59661,574,10,2,2,"23"
1154,84247,5,2,11,"115"
8018,84247,5,2,11,"115"
14857,84247,5,2,11,"115"
1155,84250,5,2,6,"63"
8019,84250,5,2,6,"63"
14858,84250,5,2,6,"63"
21901,84250,5,2,6,"63"
1156,84266,7,2,7,"74"
8020,84266,7,2,7,"74"
14859,84266,7,2,7,"74"
21902,84266,7,2,7,"74"
29180,84266,7,2,7,"74"
36725,84266,7,2,7,"74"
1157,84267,10,1,7,"72"
1158,84267,10,1,7,"72"
8021,84267,10,1,7,"72"
14860,84267,10,1,7,"72"
21903,84267,10,1,7,"72"
29181,84267,10,1,7,"72"
36726,84267,10,1,7,"72"
44471,84267,10,1,7,"72"
52923,84267,10,1,7,"72"
1159,84269,6,2,3,"33"
8022,84269,6,2,3,"33"
14861,84269,6,2,3,"33"
21904,84269,6,2,3,"33"
29182,84269,6,2,3,"33"
36727,84269,6,2,3,"33"
44472,84269,6,2,3,"33"
52924,84269,6,2,3,"33"
1160,84287,3,2,4,"42"
8023,84287,3,2,4,"42"
14862,84287,3,2,4,"42"
21905,84287,3,2,4,"42"
29183,84287,3,2,4,"42"
36728,84287,3,2,4,"42"
44473,84287,3,2,4,"42"
52925,84287,3,2,4,"42"
1161,84288,10,1,8,"82"
8024,84288,10,1,8,"82"
21906,84288,10,1,8,"82"
29184,84288,10,1,8,"82"
36729,84288,10,1,8,"82"
44474,84288,10,1,8,"82"
1162,84293,10,2,1,"11"
8025,84293,10,2,1,"11"
14864,84293,10,2,1,"11"
21907,84293,10,2,1,"11"
1163,84294,10,2,2,"21"
8026,84294,10,2,2,"21"
14865,84294,10,2,2,"21"
1164,84295,10,2,10,"102"
1165,84295,10,2,10,"102"
8027,84295,10,2,10,"102"
14866,84295,10,2,10,"102"
14867,84295,10,2,10,"102"
21908,84295,10,2,10,"102"
21909,84295,10,2,10,"102"
29185,84295,10,2,10,"102"
36730,84295,10,2,10,"102"
44475,84295,10,2,10,"102"
52926,84295,10,2,10,"102"
1166,84297,5,1,11,"111"
8028,84297,5,1,11,"111"
14868,84297,5,1,11,"111"
21910,84297,5,1,11,"111"
29187,84297,5,1,11,"111"
36731,84297,5,1,11,"111"
44476,84297,5,1,11,"111"
52927,84297,5,1,11,"111"
1167,84308,5,2,10,"101"
8029,84308,5,2,10,"101"
14869,84308,5,2,10,"101"
21911,84308,5,2,10,"101"
29188,84308,5,2,10,"101"
36732,84308,5,2,10,"101"
44477,84308,5,2,10,"101"
52928,84308,5,2,10,"101"
1168,84310,3,1,3,"31"
8030,84310,3,1,3,"31"
14870,84310,3,1,3,"31"
21912,84310,3,1,3,"31"
29189,84310,3,1,3,"31"
36733,84310,3,1,3,"31"
52929,84310,3,1,3,"31"
1169,84311,10,2,7,"71"
8031,84311,10,2,7,"71"
14871,84311,10,2,7,"71"
21913,84311,10,2,7,"71"
29190,84311,10,2,7,"71"
1170,84313,10,1,10,"101"
8032,84313,10,1,10,"101"
1171,84344,3,2,7,"73"
1172,84344,3,2,7,"73"
8033,84344,3,2,7,"73"
8034,84344,3,2,7,"73"
1173,84347,3,2,12,"122"
1174,84357,10,2,11,"111"
8035,84357,10,2,11,"111"
14872,84357,10,2,11,"111"
21914,84357,10,2,11,"111"
29191,84357,10,2,11,"111"
36734,84357,10,2,11,"111"
44478,84357,10,2,11,"111"
52931,84357,10,2,11,"111"
1175,84360,10,2,9,"92"
8037,84360,10,2,9,"92"
14873,84360,10,2,9,"92"
21916,84360,10,2,9,"92"
29193,84360,10,2,9,"92"
36736,84360,10,2,9,"92"
44480,84360,10,2,9,"92"
52933,84360,10,2,9,"92"
1176,84367,5,2,6,"61"
8038,84367,5,2,6,"61"
14874,84367,5,2,6,"61"
21917,84367,5,2,6,"61"
29194,84367,5,2,6,"61"
36737,84367,5,2,6,"61"
44481,84367,5,2,6,"61"
52934,84367,5,2,6,"61"
1177,84370,10,2,3,"31"
8040,84370,10,2,3,"31"
14875,84370,10,2,3,"31"
21919,84370,10,2,3,"31"
29195,84370,10,2,3,"31"
36738,84370,10,2,3,"31"
44482,84370,10,2,3,"31"
52935,84370,10,2,3,"31"
1178,84378,7,2,7,"71"
8041,84378,7,2,7,"71"
1180,84387,3,2,12,"122"
8043,84387,3,2,12,"122"
1181,84390,10,1,6,"63"
8044,84390,10,1,6,"63"
14877,84390,10,1,6,"63"
21921,84390,10,1,6,"63"
29196,84390,10,1,6,"63"
36740,84390,10,1,6,"63"
44484,84390,10,1,6,"63"
1182,84393,6,2,10,"101"
1183,84393,6,2,10,"101"
8045,84393,6,2,10,"101"
8046,84393,6,2,10,"101"
14878,84393,6,2,10,"101"
14879,84393,6,2,10,"101"
21922,84393,6,2,10,"101"
21923,84393,6,2,10,"101"
21924,84393,6,2,10,"101"
29197,84393,6,2,10,"101"
29198,84393,6,2,10,"101"
29199,84393,6,2,10,"101"
36741,84393,6,2,10,"101"
36742,84393,6,2,10,"101"
36743,84393,6,2,10,"101"
44485,84393,6,2,10,"101"
44486,84393,6,2,10,"101"
44487,84393,6,2,10,"101"
52937,84393,6,2,10,"101"
52938,84393,6,2,10,"101"
52939,84393,6,2,10,"101"
1184,84394,3,2,9,"92"
1185,84408,3,2,9,"92"
8047,84408,3,2,9,"92"
14880,84408,3,2,9,"92"
21925,84408,3,2,9,"92"
29200,84408,3,2,9,"92"
36744,84408,3,2,9,"92"
44488,84408,3,2,9,"92"
52940,84408,3,2,9,"92"
1186,84414,3,2,9,"92"
8048,84414,3,2,9,"92"
14881,84414,3,2,9,"92"
1187,84415,5,1,9,"92"
8049,84415,5,1,9,"92"
1188,84419,5,1,3,"33"
8050,84419,5,1,3,"33"
14882,84419,5,1,3,"33"
21926,84419,5,1,3,"33"
29201,84419,5,1,3,"33"
36745,84419,5,1,3,"33"
1189,84421,10,1,9,"92"
8051,84421,10,1,9,"92"
14883,84421,10,1,9,"92"
21927,84421,10,1,9,"92"
29202,84421,10,1,9,"92"
36746,84421,10,1,9,"92"
44489,84421,10,1,9,"92"
52941,84421,10,1,9,"92"
1190,84423,5,1,9,"91"
8052,84423,5,1,9,"91"
1191,84428,3,2,10,"101"
8053,84428,3,2,10,"101"
14884,84428,3,2,10,"101"
14885,84428,3,2,10,"101"
21928,84428,3,2,10,"101"
21929,84428,3,2,10,"101"
29203,84428,3,2,10,"101"
29204,84428,3,2,10,"101"
36747,84428,3,2,10,"101"
36748,84428,3,2,10,"101"
1192,84431,5,2,7,"71"
8054,84431,5,2,7,"71"
21931,84431,5,2,7,"71"
29206,84431,5,2,7,"71"
36750,84431,5,2,7,"71"
44492,84431,5,2,7,"71"
52943,84431,5,2,7,"71"
1193,84447,5,1,3,"34"
8055,84447,5,1,3,"34"
21932,84447,5,1,3,"34"
29207,84447,5,1,3,"34"
36751,84447,5,1,3,"34"
44493,84447,5,1,3,"34"
52944,84447,5,1,3,"34"
1194,84460,3,1,11,"119"
8056,84460,3,1,11,"119"
14887,84460,3,1,11,"119"
21933,84460,3,1,11,"119"
29208,84460,3,1,11,"119"
36752,84460,3,1,11,"119"
44494,84460,3,1,11,"119"
52945,84460,3,1,11,"119"
1195,84461,3,2,6,"61"
8057,84461,3,2,6,"61"
21934,84461,3,2,6,"61"
29209,84461,3,2,6,"61"
36753,84461,3,2,6,"61"
44495,84461,3,2,6,"61"
52946,84461,3,2,6,"61"
1196,84468,3,2,7,"71"
1197,84468,3,2,7,"71"
8058,84468,3,2,7,"71"
8059,84468,3,2,7,"71"
14888,84468,3,2,7,"71"
14889,84468,3,2,7,"71"
21935,84468,3,2,7,"71"
21936,84468,3,2,7,"71"
29210,84468,3,2,7,"71"
29211,84468,3,2,7,"71"
31096,84468,3,2,7,"71"
33018,84468,3,2,7,"71"
44496,84468,3,2,7,"71"
44497,84468,3,2,7,"71"
52947,84468,3,2,7,"71"
52948,84468,3,2,7,"71"
1198,84481,7,1,8,"82"
8060,84481,7,1,8,"82"
14890,84481,7,1,8,"82"
21937,84481,7,1,8,"82"
1199,84484,10,1,7,"74"
8061,84484,10,1,7,"74"
14891,84484,10,1,7,"74"
21938,84484,10,1,7,"74"
29212,84484,10,1,7,"74"
36754,84484,10,1,7,"74"
44498,84484,10,1,7,"74"
1200,84487,10,2,11,"111"
8062,84487,10,2,11,"111"
14892,84487,10,2,11,"111"
21939,84487,10,2,11,"111"
29213,84487,10,2,11,"111"
36755,84487,10,2,11,"111"
44499,84487,10,2,11,"111"
52949,84487,10,2,11,"111"
1201,84490,3,2,7,"72"
1202,84490,3,2,7,"72"
1203,84491,5,2,6,"61"
8063,84491,5,2,6,"61"
14893,84491,5,2,6,"61"
21940,84491,5,2,6,"61"
29214,84491,5,2,6,"61"
36756,84491,5,2,6,"61"
44500,84491,5,2,6,"61"
52950,84491,5,2,6,"61"
1204,84494,10,2,10,"102"
8064,84494,10,2,10,"102"
14894,84494,10,2,10,"102"
21941,84494,10,2,10,"102"
29215,84494,10,2,10,"102"
36757,84494,10,2,10,"102"
44501,84494,10,2,10,"102"
52951,84494,10,2,10,"102"
1205,84512,3,2,7,"71"
8065,84512,3,2,7,"71"
14896,84512,3,2,7,"71"
21943,84512,3,2,7,"71"
29219,84512,3,2,7,"71"
36761,84512,3,2,7,"71"
44505,84512,3,2,7,"71"
52954,84512,3,2,7,"71"
1206,84517,5,2,7,"71"
14897,84517,5,2,7,"71"
21944,84517,5,2,7,"71"
29220,84517,5,2,7,"71"
36762,84517,5,2,7,"71"
44506,84517,5,2,7,"71"
52955,84517,5,2,7,"71"
1207,84527,10,2,7,"72"
8066,84527,10,2,7,"72"
14898,84527,10,2,7,"72"
21945,84527,10,2,7,"72"
29221,84527,10,2,7,"72"
36763,84527,10,2,7,"72"
44509,84527,10,2,7,"72"
52959,84527,10,2,7,"72"
1208,84531,3,2,7,"71"
8067,84531,3,2,7,"71"
14899,84531,3,2,7,"71"
21946,84531,3,2,7,"71"
1209,84540,7,2,6,"63"
8068,84540,7,2,6,"63"
14900,84540,7,2,6,"63"
1210,84542,1,2,7,"71"
1211,84542,1,2,7,"71"
8069,84542,1,2,7,"71"
8070,84542,1,2,7,"71"
14901,84542,1,2,7,"71"
21947,84542,1,2,7,"71"
29223,84542,1,2,7,"71"
1212,84545,5,2,9,"92"
1213,84549,10,1,9,"92"
8071,84549,10,1,9,"92"
1214,84555,3,1,6,"61"
14902,84555,3,1,6,"61"
21948,84555,3,1,6,"61"
29224,84555,3,1,6,"61"
36765,84555,3,1,6,"61"
1215,84562,10,2,7,"71"
14903,84562,10,2,7,"71"
21949,84562,10,2,7,"71"
29225,84562,10,2,7,"71"
36766,84562,10,2,7,"71"
44511,84562,10,2,7,"71"
52961,84562,10,2,7,"71"
1216,84563,10,2,9,"92"
8072,84563,10,2,9,"92"
14904,84563,10,2,9,"92"
21950,84563,10,2,9,"92"
29226,84563,10,2,9,"92"
1217,84564,7,1,7,"71"
8073,84564,7,1,7,"71"
14905,84564,7,1,7,"71"
21951,84564,7,1,7,"71"
1218,84567,1,2,6,"61"
1219,84574,5,2,7,"71"
8074,84574,5,2,7,"71"
14605,84574,5,2,7,"71"
21952,84574,5,2,7,"71"
29227,84574,5,2,7,"71"
36767,84574,5,2,7,"71"
44512,84574,5,2,7,"71"
52962,84574,5,2,7,"71"
1220,84576,3,2,11,"111"
1221,84576,3,2,11,"111"
8075,84576,3,2,11,"111"
8076,84576,3,2,11,"111"
14906,84576,3,2,11,"111"
14907,84576,3,2,11,"111"
21953,84576,3,2,11,"111"
21954,84576,3,2,11,"111"
29228,84576,3,2,11,"111"
29230,84576,3,2,11,"111"
36768,84576,3,2,11,"111"
36769,84576,3,2,11,"111"
44513,84576,3,2,11,"111"
44514,84576,3,2,11,"111"
52963,84576,3,2,11,"111"
1222,84577,6,2,7,"71"
8077,84577,6,2,7,"71"
21955,84577,6,2,7,"71"
29231,84577,6,2,7,"71"
36770,84577,6,2,7,"71"
44515,84577,6,2,7,"71"
52964,84577,6,2,7,"71"
1223,84585,1,1,6,"61"
8078,84585,1,1,6,"61"
1224,84602,5,2,6,"63"
8079,84602,5,2,6,"63"
14909,84602,5,2,6,"63"
21957,84602,5,2,6,"63"
29233,84602,5,2,6,"63"
36772,84602,5,2,6,"63"
44517,84602,5,2,6,"63"
52966,84602,5,2,6,"63"
1225,84603,10,2,11,"115"
8080,84603,10,2,11,"115"
14910,84603,10,2,11,"115"
29234,84603,10,2,11,"115"
36773,84603,10,2,11,"115"
44518,84603,10,2,11,"115"
52967,84603,10,2,11,"115"
1226,84607,6,2,2,"21"
8081,84607,6,2,2,"21"
14911,84607,6,2,2,"21"
21958,84607,6,2,2,"21"
29235,84607,6,2,2,"21"
36774,84607,6,2,2,"21"
44519,84607,6,2,2,"21"
52968,84607,6,2,2,"21"
1227,84610,3,2,7,"74"
8082,84610,3,2,7,"74"
14912,84610,3,2,7,"74"
21959,84610,3,2,7,"74"
29236,84610,3,2,7,"74"
36775,84610,3,2,7,"74"
44520,84610,3,2,7,"74"
52969,84610,3,2,7,"74"
1228,84638,3,1,7,"71"
8084,84638,3,1,7,"71"
14914,84638,3,1,7,"71"
21961,84638,3,1,7,"71"
29238,84638,3,1,7,"71"
36776,84638,3,1,7,"71"
44522,84638,3,1,7,"71"
52971,84638,3,1,7,"71"
1229,84641,5,2,6,"63"
8085,84641,5,2,6,"63"
21962,84641,5,2,6,"63"
29239,84641,5,2,6,"63"
36777,84641,5,2,6,"63"
44523,84641,5,2,6,"63"
52972,84641,5,2,6,"63"
1230,84643,10,1,7,"71"
8086,84643,10,1,7,"71"
14915,84643,10,1,7,"71"
21963,84643,10,1,7,"71"
29240,84643,10,1,7,"71"
36778,84643,10,1,7,"71"
44524,84643,10,1,7,"71"
52973,84643,10,1,7,"71"
1231,84646,5,2,10,"101"
1232,84665,5,2,11,"115"
8087,84665,5,2,11,"115"
14916,84665,5,2,11,"115"
21964,84665,5,2,11,"115"
29241,84665,5,2,11,"115"
36779,84665,5,2,11,"115"
44525,84665,5,2,11,"115"
52974,84665,5,2,11,"115"
1233,84672,3,2,5,"51"
8088,84672,3,2,5,"51"
1234,84677,3,2,12,"123"
8089,84677,3,2,12,"123"
14917,84677,3,2,12,"123"
21965,84677,3,2,12,"123"
29242,84677,3,2,12,"123"
36780,84677,3,2,12,"123"
44526,84677,3,2,12,"123"
52975,84677,3,2,12,"123"
1235,84694,10,2,12,"123"
8090,84694,10,2,12,"123"
14918,84694,10,2,12,"123"
21966,84694,10,2,12,"123"
29243,84694,10,2,12,"123"
44528,84694,10,2,12,"123"
52977,84694,10,2,12,"123"
1236,84696,10,2,7,"71"
8091,84696,10,2,7,"71"
1237,84707,3,1,9,"92"
8093,84707,3,1,9,"92"
1238,84712,3,2,10,"101"
1239,84712,3,2,10,"101"
8094,84712,3,2,10,"101"
8095,84712,3,2,10,"101"
14920,84712,3,2,10,"101"
21968,84712,3,2,10,"101"
29245,84712,3,2,10,"101"
36782,84712,3,2,10,"101"
44530,84712,3,2,10,"101"
52979,84712,3,2,10,"101"
1240,84714,3,2,9,"91"
8096,84714,3,2,9,"91"
14921,84714,3,2,9,"91"
21969,84714,3,2,9,"91"
29246,84714,3,2,9,"91"
36783,84714,3,2,9,"91"
44531,84714,3,2,9,"91"
52980,84714,3,2,9,"91"
1241,84717,5,2,10,"102"
8097,84717,5,2,10,"102"
14922,84717,5,2,10,"102"
21970,84717,5,2,10,"102"
29247,84717,5,2,10,"102"
36784,84717,5,2,10,"102"
44532,84717,5,2,10,"102"
52981,84717,5,2,10,"102"
1242,84732,10,1,10,"101"
8098,84732,10,1,10,"101"
14923,84732,10,1,10,"101"
21971,84732,10,1,10,"101"
29248,84732,10,1,10,"101"
36785,84732,10,1,10,"101"
44533,84732,10,1,10,"101"
1243,84744,5,2,2,"21"
8099,84744,5,2,2,"21"
14924,84744,5,2,2,"21"
21972,84744,5,2,2,"21"
29249,84744,5,2,2,"21"
36786,84744,5,2,2,"21"
44534,84744,5,2,2,"21"
1244,84767,7,2,10,"101"
8100,84767,7,2,10,"101"
14925,84767,7,2,10,"101"
21973,84767,7,2,10,"101"
29250,84767,7,2,10,"101"
1245,84782,6,2,10,"101"
1246,84782,6,2,10,"101"
8101,84782,6,2,10,"101"
8102,84782,6,2,10,"101"
1247,84802,3,2,9,"92"
1248,84802,3,2,9,"92"
8103,84802,3,2,9,"92"
8104,84802,3,2,9,"92"
14926,84802,3,2,9,"92"
21974,84802,3,2,9,"92"
29251,84802,3,2,9,"92"
36787,84802,3,2,9,"92"
44535,84802,3,2,9,"92"
52983,84802,3,2,9,"92"
1249,84804,3,2,9,"92"
1250,84804,3,2,9,"92"
8105,84804,3,2,9,"92"
8106,84804,3,2,9,"92"
14927,84804,3,2,9,"92"
14928,84804,3,2,9,"92"
21975,84804,3,2,9,"92"
21976,84804,3,2,9,"92"
21977,84804,3,2,9,"92"
29252,84804,3,2,9,"92"
29253,84804,3,2,9,"92"
36788,84804,3,2,9,"92"
36789,84804,3,2,9,"92"
36790,84804,3,2,9,"92"
1251,84805,3,2,11,"119"
8107,84805,3,2,11,"119"
14929,84805,3,2,11,"119"
21978,84805,3,2,11,"119"
29254,84805,3,2,11,"119"
36791,84805,3,2,11,"119"
44536,84805,3,2,11,"119"
52984,84805,3,2,11,"119"
1252,84811,10,1,2,"21"
1253,84811,10,1,2,"21"
8108,84811,10,1,2,"21"
8109,84811,10,1,2,"21"
14930,84811,10,1,2,"21"
14931,84811,10,1,2,"21"
21979,84811,10,1,2,"21"
21980,84811,10,1,2,"21"
29255,84811,10,1,2,"21"
29256,84811,10,1,2,"21"
36792,84811,10,1,2,"21"
44537,84811,10,1,2,"21"
52985,84811,10,1,2,"21"
1254,84815,10,2,2,"24"
8110,84815,10,2,2,"24"
14932,84815,10,2,2,"24"
21981,84815,10,2,2,"24"
29257,84815,10,2,2,"24"
36793,84815,10,2,2,"24"
44538,84815,10,2,2,"24"
52986,84815,10,2,2,"24"
1255,84820,6,1,9,"92"
1256,84821,10,2,6,"63"
8111,84821,10,2,6,"63"
14933,84821,10,2,6,"63"
36794,84821,10,2,6,"63"
44539,84821,10,2,6,"63"
52987,84821,10,2,6,"63"
1257,84826,6,2,7,"71"
8112,84826,6,2,7,"71"
14935,84826,6,2,7,"71"
21983,84826,6,2,7,"71"
29258,84826,6,2,7,"71"
36796,84826,6,2,7,"71"
44541,84826,6,2,7,"71"
52989,84826,6,2,7,"71"
1258,84829,3,2,3,"31"
8113,84829,3,2,3,"31"
14936,84829,3,2,3,"31"
21984,84829,3,2,3,"31"
29259,84829,3,2,3,"31"
36797,84829,3,2,3,"31"
44542,84829,3,2,3,"31"
52990,84829,3,2,3,"31"
1259,84831,10,2,9,"92"
8114,84831,10,2,9,"92"
14937,84831,10,2,9,"92"
21985,84831,10,2,9,"92"
29260,84831,10,2,9,"92"
36798,84831,10,2,9,"92"
44543,84831,10,2,9,"92"
52991,84831,10,2,9,"92"
1260,84834,7,2,11,"111"
8115,84834,7,2,11,"111"
14938,84834,7,2,11,"111"
1261,84836,3,1,10,"102"
8116,84836,3,1,10,"102"
1262,84842,10,2,9,"92"
8117,84842,10,2,9,"92"
14939,84842,10,2,9,"92"
21986,84842,10,2,9,"92"
1263,84854,3,2,10,"101"
8119,84854,3,2,10,"101"
14940,84854,3,2,10,"101"
21987,84854,3,2,10,"101"
29261,84854,3,2,10,"101"
36799,84854,3,2,10,"101"
44544,84854,3,2,10,"101"
52992,84854,3,2,10,"101"
1264,84866,10,2,10,"101"
8120,84866,10,2,10,"101"
14941,84866,10,2,10,"101"
21988,84866,10,2,10,"101"
29262,84866,10,2,10,"101"
1265,84868,10,1,1,"14"
8121,84868,10,1,1,"14"
1266,84870,3,2,9,"92"
1267,84870,3,2,9,"92"
8122,84870,3,2,9,"92"
14942,84870,3,2,9,"92"
14943,84870,3,2,9,"92"
21989,84870,3,2,9,"92"
21990,84870,3,2,9,"92"
29263,84870,3,2,9,"92"
29264,84870,3,2,9,"92"
36800,84870,3,2,9,"92"
36801,84870,3,2,9,"92"
44545,84870,3,2,9,"92"
44546,84870,3,2,9,"92"
52993,84870,3,2,9,"92"
52994,84870,3,2,9,"92"
1268,84872,7,2,11,"115"
8123,84872,7,2,11,"115"
14944,84872,7,2,11,"115"
1269,84874,5,1,9,"92"
8124,84874,5,1,9,"92"
14945,84874,5,1,9,"92"
1270,84878,10,2,10,"101"
14946,84878,10,2,10,"101"
21991,84878,10,2,10,"101"
29265,84878,10,2,10,"101"
36802,84878,10,2,10,"101"
44547,84878,10,2,10,"101"
59702,84878,10,2,10,"101"
1271,84882,7,2,10,"102"
8125,84882,7,2,10,"102"
1272,84883,7,2,10,"101"
1273,84886,5,2,10,"101"
8126,84886,5,2,10,"101"
14947,84886,5,2,10,"101"
1274,89439,5,1,3,"34"
9289,89439,5,1,3,"34"
15997,89439,5,1,3,"34"
22925,89439,5,1,3,"34"
30083,89439,5,1,3,"34"
37516,89439,5,1,3,"34"
45232,89439,5,1,3,"34"
53604,89439,5,1,3,"34"
1275,84890,5,2,11,"119"
1276,84894,10,1,10,"101"
8127,84894,10,1,10,"101"
14948,84894,10,1,10,"101"
21992,84894,10,1,10,"101"
1277,84906,10,2,10,"101"
1278,84906,10,2,10,"101"
8128,84906,10,2,10,"101"
8129,84906,10,2,10,"101"
14949,84906,10,2,10,"101"
14950,84906,10,2,10,"101"
21993,84906,10,2,10,"101"
21994,84906,10,2,10,"101"
29266,84906,10,2,10,"101"
29267,84906,10,2,10,"101"
36803,84906,10,2,10,"101"
36804,84906,10,2,10,"101"
44548,84906,10,2,10,"101"
44549,84906,10,2,10,"101"
52995,84906,10,2,10,"101"
52996,84906,10,2,10,"101"
1279,84913,10,2,2,"21"
8130,84913,10,2,2,"21"
14951,84913,10,2,2,"21"
21995,84913,10,2,2,"21"
29268,84913,10,2,2,"21"
36805,84913,10,2,2,"21"
44550,84913,10,2,2,"21"
52997,84913,10,2,2,"21"
1280,84915,5,2,2,"24"
8131,84915,5,2,2,"24"
14952,84915,5,2,2,"24"
21996,84915,5,2,2,"24"
29269,84915,5,2,2,"24"
36806,84915,5,2,2,"24"
44552,84915,5,2,2,"24"
1281,84917,3,2,2,"21"
8132,84917,3,2,2,"21"
14953,84917,3,2,2,"21"
21997,84917,3,2,2,"21"
29270,84917,3,2,2,"21"
36807,84917,3,2,2,"21"
44553,84917,3,2,2,"21"
52998,84917,3,2,2,"21"
1282,84918,7,2,9,"91"
8133,84918,7,2,9,"91"
1283,84925,3,2,9,"92"
8134,84925,3,2,9,"92"
8135,84925,3,2,9,"92"
14954,84925,3,2,9,"92"
14955,84925,3,2,9,"92"
21998,84925,3,2,9,"92"
21999,84925,3,2,9,"92"
29271,84925,3,2,9,"92"
29272,84925,3,2,9,"92"
36808,84925,3,2,9,"92"
36809,84925,3,2,9,"92"
44554,84925,3,2,9,"92"
44555,84925,3,2,9,"92"
52999,84925,3,2,9,"92"
53000,84925,3,2,9,"92"
1284,84931,3,2,3,"33"
8136,84931,3,2,3,"33"
14956,84931,3,2,3,"33"
22000,84931,3,2,3,"33"
29273,84931,3,2,3,"33"
36810,84931,3,2,3,"33"
1285,84941,7,2,10,"101"
8137,84941,7,2,10,"101"
14957,84941,7,2,10,"101"
1286,84946,3,1,10,"101"
8138,84946,3,1,10,"101"
14958,84946,3,1,10,"101"
22001,84946,3,1,10,"101"
29275,84946,3,1,10,"101"
36812,84946,3,1,10,"101"
44557,84946,3,1,10,"101"
53002,84946,3,1,10,"101"
1287,84958,6,2,3,"33"
8139,84958,6,2,3,"33"
14959,84958,6,2,3,"33"
22002,84958,6,2,3,"33"
29276,84958,6,2,3,"33"
36813,84958,6,2,3,"33"
44558,84958,6,2,3,"33"
53003,84958,6,2,3,"33"
1288,84959,5,2,3,"33"
8141,84959,5,2,3,"33"
14960,84959,5,2,3,"33"
22003,84959,5,2,3,"33"
29277,84959,5,2,3,"33"
36814,84959,5,2,3,"33"
1289,84961,5,2,2,"21"
8142,84961,5,2,2,"21"
14961,84961,5,2,2,"21"
22004,84961,5,2,2,"21"
29278,84961,5,2,2,"21"
36815,84961,5,2,2,"21"
44559,84961,5,2,2,"21"
53004,84961,5,2,2,"21"
1290,84966,10,2,10,"101"
8143,84966,10,2,10,"101"
14962,84966,10,2,10,"101"
22005,84966,10,2,10,"101"
29279,84966,10,2,10,"101"
1291,84972,7,2,10,"101"
1292,84974,2,2,9,"91"
1293,84987,5,1,10,"101"
8144,84987,5,1,10,"101"
14963,84987,5,1,10,"101"
22006,84987,5,1,10,"101"
29280,84987,5,1,10,"101"
36816,84987,5,1,10,"101"
44560,84987,5,1,10,"101"
53005,84987,5,1,10,"101"
1294,84996,10,1,2,"23"
8145,84996,10,1,2,"23"
29281,84996,10,1,2,"23"
1295,85000,5,2,6,"61"
8146,85000,5,2,6,"61"
14964,85000,5,2,6,"61"
22007,85000,5,2,6,"61"
1296,85002,3,2,3,"33"
8147,85002,3,2,3,"33"
14965,85002,3,2,3,"33"
22008,85002,3,2,3,"33"
29282,85002,3,2,3,"33"
36817,85002,3,2,3,"33"
44561,85002,3,2,3,"33"
53006,85002,3,2,3,"33"
1297,85003,10,2,10,"101"
8148,85003,10,2,10,"101"
14966,85003,10,2,10,"101"
22009,85003,10,2,10,"101"
29283,85003,10,2,10,"101"
36818,85003,10,2,10,"101"
44562,85003,10,2,10,"101"
1298,85004,10,2,2,"21"
8149,85004,10,2,2,"21"
14967,85004,10,2,2,"21"
22010,85004,10,2,2,"21"
29284,85004,10,2,2,"21"
36819,85004,10,2,2,"21"
44563,85004,10,2,2,"21"
1299,85009,4,2,2,"21"
8150,85009,4,2,2,"21"
14968,85009,4,2,2,"21"
22011,85009,4,2,2,"21"
1300,85010,6,2,7,"72"
8151,85010,6,2,7,"72"
14969,85010,6,2,7,"72"
22012,85010,6,2,7,"72"
29285,85010,6,2,7,"72"
36820,85010,6,2,7,"72"
44564,85010,6,2,7,"72"
53007,85010,6,2,7,"72"
1301,85016,10,1,10,"101"
8152,85016,10,1,10,"101"
14970,85016,10,1,10,"101"
22013,85016,10,1,10,"101"
29286,85016,10,1,10,"101"
44565,85016,10,1,10,"101"
53008,85016,10,1,10,"101"
1302,85017,10,2,9,"91"
8153,85017,10,2,9,"91"
14971,85017,10,2,9,"91"
22014,85017,10,2,9,"91"
29287,85017,10,2,9,"91"
44566,85017,10,2,9,"91"
53009,85017,10,2,9,"91"
1303,85021,5,2,10,"102"
8154,85021,5,2,10,"102"
14972,85021,5,2,10,"102"
1304,85022,3,2,9,"92"
8155,85022,3,2,9,"92"
14973,85022,3,2,9,"92"
22015,85022,3,2,9,"92"
29288,85022,3,2,9,"92"
1305,85025,5,1,9,"92"
1306,85025,5,1,9,"92"
1307,85025,5,1,9,"92"
8156,85025,5,1,9,"92"
8157,85025,5,1,9,"92"
14974,85025,5,1,9,"92"
14975,85025,5,1,9,"92"
22016,85025,5,1,9,"92"
22017,85025,5,1,9,"92"
29289,85025,5,1,9,"92"
1308,85029,5,1,2,"21"
8158,85029,5,1,2,"21"
14976,85029,5,1,2,"21"
22018,85029,5,1,2,"21"
29290,85029,5,1,2,"21"
1309,85037,6,2,9,"92"
8159,85037,6,2,9,"92"
14977,85037,6,2,9,"92"
22019,85037,6,2,9,"92"
29291,85037,6,2,9,"92"
36821,85037,6,2,9,"92"
44567,85037,6,2,9,"92"
53010,85037,6,2,9,"92"
1310,85042,10,1,9,"92"
1311,85052,3,1,5,"51"
