"id","ownerid","ageclassid","sexid","kreisid","quartierid"
56004,127660,3,2,4,"44"
6889,127661,6,1,7,"73"
13416,127661,6,1,7,"73"
19758,127661,6,1,7,"73"
26345,127661,6,1,7,"73"
33204,127661,6,1,7,"73"
40323,127661,6,1,7,"73"
47919,127661,6,1,7,"73"
56005,127661,6,1,7,"73"
6890,127663,2,2,11,"119"
13417,127663,2,2,11,"119"
19759,127663,2,2,11,"119"
26346,127663,2,2,11,"119"
33205,127663,2,2,11,"119"
40324,127663,2,2,11,"119"
56006,127663,2,2,11,"119"
6891,127664,9,1,11,"111"
13418,127664,9,1,11,"111"
6892,127665,3,2,8,"81"
13419,127665,3,2,8,"81"
19760,127665,3,2,8,"81"
26347,127665,3,2,8,"81"
6893,127666,6,1,2,"21"
13420,127666,6,1,2,"21"
19761,127666,6,1,2,"21"
26348,127666,6,1,2,"21"
33206,127666,6,1,2,"21"
40325,127666,6,1,2,"21"
47920,127666,6,1,2,"21"
56007,127666,6,1,2,"21"
6894,127667,6,2,12,"121"
13421,127667,6,2,12,"121"
19762,127667,6,2,12,"121"
26349,127667,6,2,12,"121"
33207,127667,6,2,12,"121"
40326,127667,6,2,12,"121"
6895,127668,2,2,8,"83"
13422,127668,2,2,8,"83"
19763,127668,2,2,8,"83"
26350,127668,2,2,8,"83"
33208,127668,2,2,8,"83"
47921,127668,2,2,8,"83"
56008,127668,2,2,8,"83"
6896,127672,4,2,10,"101"
47922,127672,4,2,10,"101"
6897,127675,6,2,5,"52"
13423,127675,6,2,5,"52"
19764,127675,6,2,5,"52"
26351,127675,6,2,5,"52"
6898,127687,3,2,12,"121"
13424,127687,3,2,12,"121"
19765,127687,3,2,12,"121"
26352,127687,3,2,12,"121"
33209,127687,3,2,12,"121"
40327,127687,3,2,12,"121"
47923,127687,3,2,12,"121"
56009,127687,3,2,12,"121"
6899,127698,6,1,9,"91"
13425,127698,6,1,9,"91"
19766,127698,6,1,9,"91"
6900,127701,2,1,12,"123"
13426,127701,2,1,12,"123"
19767,127701,2,1,12,"123"
26354,127701,2,1,12,"123"
33212,127701,2,1,12,"123"
40330,127701,2,1,12,"123"
47926,127701,2,1,12,"123"
56012,127701,2,1,12,"123"
6901,127704,2,2,8,"82"
13427,127704,2,2,8,"82"
6902,127705,10,2,11,"119"
13428,127705,10,2,11,"119"
19768,127705,10,2,11,"119"
26355,127705,10,2,11,"119"
33213,127705,10,2,11,"119"
40331,127705,10,2,11,"119"
47927,127705,10,2,11,"119"
56013,127705,10,2,11,"119"
6903,127707,10,1,11,"115"
13429,127707,10,1,11,"115"
19769,127707,10,1,11,"115"
26356,127707,10,1,11,"115"
33214,127707,10,1,11,"115"
40332,127707,10,1,11,"115"
47928,127707,10,1,11,"115"
56014,127707,10,1,11,"115"
6904,127708,2,2,12,"123"
13430,127708,2,2,12,"123"
19770,127708,2,2,12,"123"
26357,127708,2,2,12,"123"
6905,127709,3,2,11,"115"
13431,127709,3,2,11,"115"
19771,127709,3,2,11,"115"
26358,127709,3,2,11,"115"
33215,127709,3,2,11,"115"
40333,127709,3,2,11,"115"
47929,127709,3,2,11,"115"
6906,127710,10,2,9,"91"
13432,127710,10,2,9,"91"
19772,127710,10,2,9,"91"
26359,127710,10,2,9,"91"
33216,127710,10,2,9,"91"
40334,127710,10,2,9,"91"
47930,127710,10,2,9,"91"
56015,127710,10,2,9,"91"
6907,127732,2,1,6,"61"
13433,127732,2,1,6,"61"
19773,127732,2,1,6,"61"
26361,127732,2,1,6,"61"
33217,127732,2,1,6,"61"
40335,127732,2,1,6,"61"
47931,127732,2,1,6,"61"
56016,127732,2,1,6,"61"
6908,127733,9,2,8,"82"
13434,127733,9,2,8,"82"
19774,127733,9,2,8,"82"
6909,127737,2,2,11,"111"
13435,127737,2,2,11,"111"
19775,127737,2,2,11,"111"
26362,127737,2,2,11,"111"
33218,127737,2,2,11,"111"
40336,127737,2,2,11,"111"
6910,127738,9,2,10,"101"
13436,127738,9,2,10,"101"
19776,127738,9,2,10,"101"
26363,127738,9,2,10,"101"
33219,127738,9,2,10,"101"
40337,127738,9,2,10,"101"
6911,127747,3,2,11,"111"
13437,127747,3,2,11,"111"
19777,127747,3,2,11,"111"
26364,127747,3,2,11,"111"
6912,127748,6,1,10,"102"
13438,127748,6,1,10,"102"
56017,127748,6,1,10,"102"
6913,127756,6,2,4,"42"
13440,127756,6,2,4,"42"
6914,127760,2,2,5,"51"
13443,127760,2,2,5,"51"
19780,127760,2,2,5,"51"
6915,127761,9,2,9,"91"
13444,127761,9,2,9,"91"
19781,127761,9,2,9,"91"
26367,127761,9,2,9,"91"
33222,127761,9,2,9,"91"
40340,127761,9,2,9,"91"
47933,127761,9,2,9,"91"
56019,127761,9,2,9,"91"
6916,127762,2,1,2,"21"
13445,127762,2,1,2,"21"
19782,127762,2,1,2,"21"
26368,127762,2,1,2,"21"
33223,127762,2,1,2,"21"
40341,127762,2,1,2,"21"
47934,127762,2,1,2,"21"
56020,127762,2,1,2,"21"
6917,127763,2,1,4,"44"
13446,127763,2,1,4,"44"
19783,127763,2,1,4,"44"
26369,127763,2,1,4,"44"
33224,127763,2,1,4,"44"
40342,127763,2,1,4,"44"
47935,127763,2,1,4,"44"
56021,127763,2,1,4,"44"
6918,127764,10,2,11,"115"
13447,127764,10,2,11,"115"
19784,127764,10,2,11,"115"
26370,127764,10,2,11,"115"
33225,127764,10,2,11,"115"
6920,127767,6,2,12,"122"
13449,127767,6,2,12,"122"
19786,127767,6,2,12,"122"
26372,127767,6,2,12,"122"
33227,127767,6,2,12,"122"
40343,127767,6,2,12,"122"
47936,127767,6,2,12,"122"
6921,127768,3,2,9,"91"
13450,127768,3,2,9,"91"
19787,127768,3,2,9,"91"
26373,127768,3,2,9,"91"
33228,127768,3,2,9,"91"
40344,127768,3,2,9,"91"
47937,127768,3,2,9,"91"
56022,127768,3,2,9,"91"
6922,127785,9,2,11,"115"
13451,127785,9,2,11,"115"
6923,127789,9,2,10,"101"
13452,127789,9,2,10,"101"
19788,127789,9,2,10,"101"
6924,127790,2,2,9,"92"
13453,127790,2,2,9,"92"
6925,127792,6,1,11,"111"
13454,127792,6,1,11,"111"
19789,127792,6,1,11,"111"
6926,127797,6,2,6,"63"
13455,127797,6,2,6,"63"
47938,127797,6,2,6,"63"
56024,127797,6,2,6,"63"
6927,127799,9,2,9,"92"
13456,127799,9,2,9,"92"
6928,127805,10,2,2,"21"
13457,127805,10,2,2,"21"
19790,127805,10,2,2,"21"
26374,127805,10,2,2,"21"
33229,127805,10,2,2,"21"
40346,127805,10,2,2,"21"
47940,127805,10,2,2,"21"
6929,127807,6,1,11,"115"
13458,127807,6,1,11,"115"
19791,127807,6,1,11,"115"
6930,127809,5,2,7,"72"
10969,127809,5,2,7,"72"
19792,127809,5,2,7,"72"
26375,127809,5,2,7,"72"
40347,127809,5,2,7,"72"
47941,127809,5,2,7,"72"
56026,127809,5,2,7,"72"
59733,127809,5,2,7,"72"
6931,127817,10,1,5,"51"
13459,127817,10,1,5,"51"
19793,127817,10,1,5,"51"
6932,127818,3,1,12,"123"
6933,127819,9,2,11,"111"
13460,127819,9,2,11,"111"
19794,127819,9,2,11,"111"
26376,127819,9,2,11,"111"
33230,127819,9,2,11,"111"
40348,127819,9,2,11,"111"
47942,127819,9,2,11,"111"
56027,127819,9,2,11,"111"
6934,127820,2,2,11,"115"
13461,127820,2,2,11,"115"
6935,127821,9,2,10,"102"
13462,127821,9,2,10,"102"
6936,127823,6,2,6,"61"
13463,127823,6,2,6,"61"
19795,127823,6,2,6,"61"
26377,127823,6,2,6,"61"
33231,127823,6,2,6,"61"
40349,127823,6,2,6,"61"
47943,127823,6,2,6,"61"
56028,127823,6,2,6,"61"
6937,127841,9,2,7,"73"
13464,127841,9,2,7,"73"
19796,127841,9,2,7,"73"
26378,127841,9,2,7,"73"
33232,127841,9,2,7,"73"
6938,127843,10,1,8,"81"
13465,127843,10,1,8,"81"
19797,127843,10,1,8,"81"
26379,127843,10,1,8,"81"
33233,127843,10,1,8,"81"
40350,127843,10,1,8,"81"
47944,127843,10,1,8,"81"
6939,127845,6,2,7,"74"
13466,127845,6,2,7,"74"
19798,127845,6,2,7,"74"
26380,127845,6,2,7,"74"
33234,127845,6,2,7,"74"
40351,127845,6,2,7,"74"
47945,127845,6,2,7,"74"
56029,127845,6,2,7,"74"
6940,127846,10,1,2,"24"
13467,127846,10,1,2,"24"
19799,127846,10,1,2,"24"
26381,127846,10,1,2,"24"
6941,127850,6,1,1,"11"
13468,127850,6,1,1,"11"
19800,127850,6,1,1,"11"
26382,127850,6,1,1,"11"
33235,127850,6,1,1,"11"
6942,127852,2,2,11,"115"
13469,127852,2,2,11,"115"
6943,127853,2,2,7,"72"
13470,127853,2,2,7,"72"
19801,127853,2,2,7,"72"
26383,127853,2,2,7,"72"
33236,127853,2,2,7,"72"
40353,127853,2,2,7,"72"
47947,127853,2,2,7,"72"
56031,127853,2,2,7,"72"
6944,127861,9,1,7,"74"
13471,127861,9,1,7,"74"
19802,127861,9,1,7,"74"
33237,127861,9,1,7,"74"
40354,127861,9,1,7,"74"
47948,127861,9,1,7,"74"
56032,127861,9,1,7,"74"
6945,127875,3,2,10,"101"
13472,127875,3,2,10,"101"
19803,127875,3,2,10,"101"
26384,127875,3,2,10,"101"
33238,127875,3,2,10,"101"
40355,127875,3,2,10,"101"
47949,127875,3,2,10,"101"
56033,127875,3,2,10,"101"
6946,127876,6,2,11,"115"
13473,127876,6,2,11,"115"
19804,127876,6,2,11,"115"
26385,127876,6,2,11,"115"
33239,127876,6,2,11,"115"
40356,127876,6,2,11,"115"
47950,127876,6,2,11,"115"
56034,127876,6,2,11,"115"
6947,127879,2,2,12,"122"
13475,127879,2,2,12,"122"
19805,127879,2,2,12,"122"
26386,127879,2,2,12,"122"
33240,127879,2,2,12,"122"
40357,127879,2,2,12,"122"
47951,127879,2,2,12,"122"
56035,127879,2,2,12,"122"
6948,127881,2,2,12,"123"
13476,127881,2,2,12,"123"
19806,127881,2,2,12,"123"
26387,127881,2,2,12,"123"
33241,127881,2,2,12,"123"
40358,127881,2,2,12,"123"
47952,127881,2,2,12,"123"
6949,127882,2,2,11,"111"
13477,127882,2,2,11,"111"
19807,127882,2,2,11,"111"
26388,127882,2,2,11,"111"
33242,127882,2,2,11,"111"
40359,127882,2,2,11,"111"
47953,127882,2,2,11,"111"
56036,127882,2,2,11,"111"
6950,127883,2,2,9,"92"
13478,127883,2,2,9,"92"
19808,127883,2,2,9,"92"
26389,127883,2,2,9,"92"
6951,127885,2,2,9,"92"
13479,127885,2,2,9,"92"
19809,127885,2,2,9,"92"
26390,127885,2,2,9,"92"
33243,127885,2,2,9,"92"
40360,127885,2,2,9,"92"
47954,127885,2,2,9,"92"
56037,127885,2,2,9,"92"
6952,127897,9,2,7,"72"
13480,127897,9,2,7,"72"
19810,127897,9,2,7,"72"
26391,127897,9,2,7,"72"
33244,127897,9,2,7,"72"
40362,127897,9,2,7,"72"
47955,127897,9,2,7,"72"
56038,127897,9,2,7,"72"
6953,127902,6,2,2,"24"
13481,127902,6,2,2,"24"
19811,127902,6,2,2,"24"
26392,127902,6,2,2,"24"
33245,127902,6,2,2,"24"
40363,127902,6,2,2,"24"
47956,127902,6,2,2,"24"
56039,127902,6,2,2,"24"
6954,127921,9,2,12,"122"
13482,127921,9,2,12,"122"
19812,127921,9,2,12,"122"
26393,127921,9,2,12,"122"
26394,127921,9,2,12,"122"
33246,127921,9,2,12,"122"
33247,127921,9,2,12,"122"
40364,127921,9,2,12,"122"
40365,127921,9,2,12,"122"
47957,127921,9,2,12,"122"
47958,127921,9,2,12,"122"
56040,127921,9,2,12,"122"
56041,127921,9,2,12,"122"
6955,127922,2,2,9,"92"
6956,127923,6,2,7,"74"
13483,127923,6,2,7,"74"
19813,127923,6,2,7,"74"
26395,127923,6,2,7,"74"
33248,127923,6,2,7,"74"
40366,127923,6,2,7,"74"
47959,127923,6,2,7,"74"
56042,127923,6,2,7,"74"
6957,127936,9,2,5,"52"
13484,127936,9,2,5,"52"
19814,127936,9,2,5,"52"
26396,127936,9,2,5,"52"
33249,127936,9,2,5,"52"
40367,127936,9,2,5,"52"
40368,127936,9,2,5,"52"
47960,127936,9,2,5,"52"
47961,127936,9,2,5,"52"
6959,127943,2,1,9,"91"
13485,127943,2,1,9,"91"
19815,127943,2,1,9,"91"
26397,127943,2,1,9,"91"
33250,127943,2,1,9,"91"
40369,127943,2,1,9,"91"
47962,127943,2,1,9,"91"
56043,127943,2,1,9,"91"
82,127945,9,2,12,"121"
6960,127945,9,2,12,"121"
13486,127945,9,2,12,"121"
19816,127945,9,2,12,"121"
26398,127945,9,2,12,"121"
6961,127960,6,2,12,"123"
13487,127960,6,2,12,"123"
26399,127960,6,2,12,"123"
33251,127960,6,2,12,"123"
40370,127960,6,2,12,"123"
47963,127960,6,2,12,"123"
56044,127960,6,2,12,"123"
6962,127964,6,2,3,"33"
13488,127964,6,2,3,"33"
19817,127964,6,2,3,"33"
26400,127964,6,2,3,"33"
33252,127964,6,2,3,"33"
40371,127964,6,2,3,"33"
47964,127964,6,2,3,"33"
56045,127964,6,2,3,"33"
6963,127981,5,2,11,"115"
13489,127981,5,2,11,"115"
19818,127981,5,2,11,"115"
26401,127981,5,2,11,"115"
33253,127981,5,2,11,"115"
40372,127981,5,2,11,"115"
47965,127981,5,2,11,"115"
56046,127981,5,2,11,"115"
6964,127986,9,2,11,"119"
13490,127986,9,2,11,"119"
19819,127986,9,2,11,"119"
26402,127986,9,2,11,"119"
33254,127986,9,2,11,"119"
40373,127986,9,2,11,"119"
47966,127986,9,2,11,"119"
6965,127987,9,1,7,"74"
13491,127987,9,1,7,"74"
6966,127992,2,1,11,"111"
13492,127992,2,1,11,"111"
19820,127992,2,1,11,"111"
26403,127992,2,1,11,"111"
33255,127992,2,1,11,"111"
6967,128032,2,2,2,"21"
13493,128032,2,2,2,"21"
6968,128034,6,2,7,"71"
13494,128034,6,2,7,"71"
19821,128034,6,2,7,"71"
26404,128034,6,2,7,"71"
6969,128035,6,2,9,"91"
13495,128035,6,2,9,"91"
19822,128035,6,2,9,"91"
26405,128035,6,2,9,"91"
33256,128035,6,2,9,"91"
40374,128035,6,2,9,"91"
47967,128035,6,2,9,"91"
56047,128035,6,2,9,"91"
6970,128036,6,1,7,"74"
13496,128036,6,1,7,"74"
19823,128036,6,1,7,"74"
26406,128036,6,1,7,"74"
33257,128036,6,1,7,"74"
40375,128036,6,1,7,"74"
47968,128036,6,1,7,"74"
6971,128038,3,2,3,"31"
13497,128038,3,2,3,"31"
19824,128038,3,2,3,"31"
26407,128038,3,2,3,"31"
33258,128038,3,2,3,"31"
40376,128038,3,2,3,"31"
47969,128038,3,2,3,"31"
6972,128040,2,1,2,"24"
13498,128040,2,1,2,"24"
19825,128040,2,1,2,"24"
6973,128043,9,2,4,"44"
6974,128044,2,2,2,"23"
13499,128044,2,2,2,"23"
19826,128044,2,2,2,"23"
26408,128044,2,2,2,"23"
26409,128044,2,2,2,"23"
33259,128044,2,2,2,"23"
33260,128044,2,2,2,"23"
40377,128044,2,2,2,"23"
40378,128044,2,2,2,"23"
47223,128044,2,2,2,"23"
47751,128044,2,2,2,"23"
56048,128044,2,2,2,"23"
56049,128044,2,2,2,"23"
6975,128045,9,2,11,"111"
13500,128045,9,2,11,"111"
19827,128045,9,2,11,"111"
6976,128049,10,2,4,"44"
11055,128049,10,2,4,"44"
19828,128049,10,2,4,"44"
26410,128049,10,2,4,"44"
33261,128049,10,2,4,"44"
40379,128049,10,2,4,"44"
47970,128049,10,2,4,"44"
56050,128049,10,2,4,"44"
6977,128050,10,1,9,"92"
13501,128050,10,1,9,"92"
19829,128050,10,1,9,"92"
6978,128052,2,1,4,"42"
13502,128052,2,1,4,"42"
19830,128052,2,1,4,"42"
26411,128052,2,1,4,"42"
33262,128052,2,1,4,"42"
40380,128052,2,1,4,"42"
47971,128052,2,1,4,"42"
6979,128067,3,2,7,"72"
13503,128067,3,2,7,"72"
19832,128067,3,2,7,"72"
26412,128067,3,2,7,"72"
33263,128067,3,2,7,"72"
40381,128067,3,2,7,"72"
47972,128067,3,2,7,"72"
56051,128067,3,2,7,"72"
6980,128076,3,2,5,"52"
13504,128076,3,2,5,"52"
19833,128076,3,2,5,"52"
6981,128089,2,1,10,"101"
6982,128089,2,1,10,"101"
13506,128089,2,1,10,"101"
13507,128089,2,1,10,"101"
19836,128089,2,1,10,"101"
19837,128089,2,1,10,"101"
6983,128093,2,1,12,"121"
13508,128093,2,1,12,"121"
19838,128093,2,1,12,"121"
26413,128093,2,1,12,"121"
33264,128093,2,1,12,"121"
6984,128097,3,1,7,"74"
13509,128097,3,1,7,"74"
19839,128097,3,1,7,"74"
26414,128097,3,1,7,"74"
33265,128097,3,1,7,"74"
40382,128097,3,1,7,"74"
47974,128097,3,1,7,"74"
56054,128097,3,1,7,"74"
6985,128098,6,2,3,"34"
13510,128098,6,2,3,"34"
19840,128098,6,2,3,"34"
26415,128098,6,2,3,"34"
33266,128098,6,2,3,"34"
40383,128098,6,2,3,"34"
47975,128098,6,2,3,"34"
56055,128098,6,2,3,"34"
6986,128099,2,2,2,"24"
13511,128099,2,2,2,"24"
19841,128099,2,2,2,"24"
26416,128099,2,2,2,"24"
33267,128099,2,2,2,"24"
40384,128099,2,2,2,"24"
47976,128099,2,2,2,"24"
56056,128099,2,2,2,"24"
6987,128100,9,2,10,"101"
13512,128100,9,2,10,"101"
19842,128100,9,2,10,"101"
6988,128101,5,2,4,"44"
13513,128101,5,2,4,"44"
19843,128101,5,2,4,"44"
26417,128101,5,2,4,"44"
33268,128101,5,2,4,"44"
40385,128101,5,2,4,"44"
47977,128101,5,2,4,"44"
6989,128103,3,2,11,"111"
13514,128103,3,2,11,"111"
19844,128103,3,2,11,"111"
26418,128103,3,2,11,"111"
33269,128103,3,2,11,"111"
40386,128103,3,2,11,"111"
47978,128103,3,2,11,"111"
6990,128104,4,1,2,"23"
13515,128104,4,1,2,"23"
19845,128104,4,1,2,"23"
26419,128104,4,1,2,"23"
6991,128109,3,2,9,"91"
13516,128109,3,2,9,"91"
19846,128109,3,2,9,"91"
6992,128114,2,2,6,"61"
6993,128114,2,2,6,"61"
13517,128114,2,2,6,"61"
13518,128114,2,2,6,"61"
19847,128114,2,2,6,"61"
19848,128114,2,2,6,"61"
26420,128114,2,2,6,"61"
26421,128114,2,2,6,"61"
33270,128114,2,2,6,"61"
33271,128114,2,2,6,"61"
40387,128114,2,2,6,"61"
47979,128114,2,2,6,"61"
47980,128114,2,2,6,"61"
56057,128114,2,2,6,"61"
6994,128115,2,2,11,"119"
6995,128115,2,2,11,"119"
13519,128115,2,2,11,"119"
13520,128115,2,2,11,"119"
19849,128115,2,2,11,"119"
6996,128116,6,2,7,"74"
13521,128116,6,2,7,"74"
19850,128116,6,2,7,"74"
26422,128116,6,2,7,"74"
33272,128116,6,2,7,"74"
40389,128116,6,2,7,"74"
47981,128116,6,2,7,"74"
56058,128116,6,2,7,"74"
6997,128120,2,1,12,"121"
13522,128120,2,1,12,"121"
19851,128120,2,1,12,"121"
26423,128120,2,1,12,"121"
33273,128120,2,1,12,"121"
40390,128120,2,1,12,"121"
47982,128120,2,1,12,"121"
56059,128120,2,1,12,"121"
6998,128123,10,2,11,"111"
13523,128123,10,2,11,"111"
19852,128123,10,2,11,"111"
26424,128123,10,2,11,"111"
33274,128123,10,2,11,"111"
6999,128129,9,2,11,"111"
13524,128129,9,2,11,"111"
19853,128129,9,2,11,"111"
7000,128130,3,2,5,"52"
13525,128130,3,2,5,"52"
19854,128130,3,2,5,"52"
26425,128130,3,2,5,"52"
33275,128130,3,2,5,"52"
47983,128130,3,2,5,"52"
56060,128130,3,2,5,"52"
7001,128132,2,2,9,"92"
13526,128132,2,2,9,"92"
19855,128132,2,2,9,"92"
26426,128132,2,2,9,"92"
7002,128134,2,2,10,"102"
13527,128134,2,2,10,"102"
19856,128134,2,2,10,"102"
26427,128134,2,2,10,"102"
33276,128134,2,2,10,"102"
40391,128134,2,2,10,"102"
47984,128134,2,2,10,"102"
56061,128134,2,2,10,"102"
7003,128137,9,2,9,"92"
7004,128137,9,2,9,"92"
13528,128137,9,2,9,"92"
13529,128137,9,2,9,"92"
19857,128137,9,2,9,"92"
7005,128147,9,2,11,"115"
13532,128147,9,2,11,"115"
19860,128147,9,2,11,"115"
7006,128154,6,1,5,"51"
13533,128154,6,1,5,"51"
19861,128154,6,1,5,"51"
26429,128154,6,1,5,"51"
33277,128154,6,1,5,"51"
40392,128154,6,1,5,"51"
47985,128154,6,1,5,"51"
56062,128154,6,1,5,"51"
7007,128156,2,2,2,"21"
13534,128156,2,2,2,"21"
19862,128156,2,2,2,"21"
26430,128156,2,2,2,"21"
33278,128156,2,2,2,"21"
40393,128156,2,2,2,"21"
47986,128156,2,2,2,"21"
56063,128156,2,2,2,"21"
7008,128162,2,2,11,"115"
13535,128162,2,2,11,"115"
19863,128162,2,2,11,"115"
7009,128163,3,2,8,"83"
13536,128163,3,2,8,"83"
19864,128163,3,2,8,"83"
26431,128163,3,2,8,"83"
33279,128163,3,2,8,"83"
40394,128163,3,2,8,"83"
47987,128163,3,2,8,"83"
56064,128163,3,2,8,"83"
7010,128164,6,2,12,"122"
13537,128164,6,2,12,"122"
19865,128164,6,2,12,"122"
7011,128165,9,2,11,"119"
7012,128166,9,2,9,"92"
13538,128166,9,2,9,"92"
19866,128166,9,2,9,"92"
26432,128166,9,2,9,"92"
33280,128166,9,2,9,"92"
40395,128166,9,2,9,"92"
47988,128166,9,2,9,"92"
56065,128166,9,2,9,"92"
7013,128167,2,2,4,"42"
13539,128167,2,2,4,"42"
7014,128170,6,2,5,"51"
13540,128170,6,2,5,"51"
19867,128170,6,2,5,"51"
26433,128170,6,2,5,"51"
33281,128170,6,2,5,"51"
40396,128170,6,2,5,"51"
47989,128170,6,2,5,"51"
56066,128170,6,2,5,"51"
7015,128185,9,1,9,"92"
13541,128185,9,1,9,"92"
19868,128185,9,1,9,"92"
26434,128185,9,1,9,"92"
33282,128185,9,1,9,"92"
7016,128186,2,1,6,"61"
13542,128186,2,1,6,"61"
19869,128186,2,1,6,"61"
26435,128186,2,1,6,"61"
33283,128186,2,1,6,"61"
40397,128186,2,1,6,"61"
47990,128186,2,1,6,"61"
56067,128186,2,1,6,"61"
7017,128191,6,1,11,"111"
13543,128191,6,1,11,"111"
19870,128191,6,1,11,"111"
26436,128191,6,1,11,"111"
7018,128232,6,2,8,"81"
13546,128232,6,2,8,"81"
7019,128234,10,1,7,"74"
13547,128234,10,1,7,"74"
19871,128234,10,1,7,"74"
26438,128234,10,1,7,"74"
7020,128238,3,2,10,"101"
13548,128238,3,2,10,"101"
19872,128238,3,2,10,"101"
26439,128238,3,2,10,"101"
33284,128238,3,2,10,"101"
40398,128238,3,2,10,"101"
47991,128238,3,2,10,"101"
7021,128239,3,2,2,"24"
13549,128239,3,2,2,"24"
7022,128240,2,2,6,"61"
13550,128240,2,2,6,"61"
19873,128240,2,2,6,"61"
26440,128240,2,2,6,"61"
33285,128240,2,2,6,"61"
40399,128240,2,2,6,"61"
47992,128240,2,2,6,"61"
56068,128240,2,2,6,"61"
7023,128252,6,2,6,"61"
13551,128252,6,2,6,"61"
19874,128252,6,2,6,"61"
26441,128252,6,2,6,"61"
26442,128252,6,2,6,"61"
33286,128252,6,2,6,"61"
33287,128252,6,2,6,"61"
7024,128258,2,1,12,"122"
13552,128258,2,1,12,"122"
19875,128258,2,1,12,"122"
26443,128258,2,1,12,"122"
33288,128258,2,1,12,"122"
40400,128258,2,1,12,"122"
47993,128258,2,1,12,"122"
56069,128258,2,1,12,"122"
7025,128271,2,2,11,"115"
13553,128271,2,2,11,"115"
19876,128271,2,2,11,"115"
26444,128271,2,2,11,"115"
33289,128271,2,2,11,"115"
40401,128271,2,2,11,"115"
47994,128271,2,2,11,"115"
56070,128271,2,2,11,"115"
7026,128300,6,2,11,"115"
13554,128300,6,2,11,"115"
19877,128300,6,2,11,"115"
26445,128300,6,2,11,"115"
7027,128309,6,2,7,"71"
13555,128309,6,2,7,"71"
19878,128309,6,2,7,"71"
26446,128309,6,2,7,"71"
33290,128309,6,2,7,"71"
40402,128309,6,2,7,"71"
47995,128309,6,2,7,"71"
56071,128309,6,2,7,"71"
7028,128311,2,1,11,"119"
13556,128311,2,1,11,"119"
19879,128311,2,1,11,"119"
26447,128311,2,1,11,"119"
33291,128311,2,1,11,"119"
40403,128311,2,1,11,"119"
47996,128311,2,1,11,"119"
56072,128311,2,1,11,"119"
7029,128314,6,2,7,"71"
13557,128314,6,2,7,"71"
19880,128314,6,2,7,"71"
26448,128314,6,2,7,"71"
33292,128314,6,2,7,"71"
7030,128319,8,2,12,"122"
13558,128319,8,2,12,"122"
19881,128319,8,2,12,"122"
26449,128319,8,2,12,"122"
33293,128319,8,2,12,"122"
40404,128319,8,2,12,"122"
47997,128319,8,2,12,"122"
7031,128321,6,2,9,"91"
13559,128321,6,2,9,"91"
19882,128321,6,2,9,"91"
26450,128321,6,2,9,"91"
33294,128321,6,2,9,"91"
40405,128321,6,2,9,"91"
47998,128321,6,2,9,"91"
56073,128321,6,2,9,"91"
7032,128322,3,1,7,"73"
13561,128322,3,1,7,"73"
19883,128322,3,1,7,"73"
26451,128322,3,1,7,"73"
33295,128322,3,1,7,"73"
40406,128322,3,1,7,"73"
47999,128322,3,1,7,"73"
56074,128322,3,1,7,"73"
7033,128338,6,2,10,"101"
13562,128338,6,2,10,"101"
7034,128344,6,2,6,"63"
13563,128344,6,2,6,"63"
19884,128344,6,2,6,"63"
26452,128344,6,2,6,"63"
33296,128344,6,2,6,"63"
40407,128344,6,2,6,"63"
48000,128344,6,2,6,"63"
56075,128344,6,2,6,"63"
7035,128345,9,1,7,"74"
13564,128345,9,1,7,"74"
19885,128345,9,1,7,"74"
26453,128345,9,1,7,"74"
33297,128345,9,1,7,"74"
40408,128345,9,1,7,"74"
48001,128345,9,1,7,"74"
7036,128363,6,1,7,"71"
13565,128363,6,1,7,"71"
19886,128363,6,1,7,"71"
26454,128363,6,1,7,"71"
33298,128363,6,1,7,"71"
40409,128363,6,1,7,"71"
48002,128363,6,1,7,"71"
56076,128363,6,1,7,"71"
7037,128368,3,1,7,"74"
13566,128368,3,1,7,"74"
7038,128369,9,2,2,"24"
13567,128369,9,2,2,"24"
7039,128370,9,2,6,"63"
13568,128370,9,2,6,"63"
19887,128370,9,2,6,"63"
26455,128370,9,2,6,"63"
33299,128370,9,2,6,"63"
40410,128370,9,2,6,"63"
48003,128370,9,2,6,"63"
56077,128370,9,2,6,"63"
7040,128403,10,1,11,"115"
13569,128403,10,1,11,"115"
19888,128403,10,1,11,"115"
26456,128403,10,1,11,"115"
7041,128404,2,2,10,"102"
13570,128404,2,2,10,"102"
19889,128404,2,2,10,"102"
26457,128404,2,2,10,"102"
33300,128404,2,2,10,"102"
7042,128405,9,2,9,"92"
13571,128405,9,2,9,"92"
19890,128405,9,2,9,"92"
26458,128405,9,2,9,"92"
33301,128405,9,2,9,"92"
40411,128405,9,2,9,"92"
48004,128405,9,2,9,"92"
56078,128405,9,2,9,"92"
7043,128406,6,2,7,"74"
13572,128406,6,2,7,"74"
19891,128406,6,2,7,"74"
26459,128406,6,2,7,"74"
33302,128406,6,2,7,"74"
40412,128406,6,2,7,"74"
48005,128406,6,2,7,"74"
56079,128406,6,2,7,"74"
7044,128407,3,2,12,"123"
13573,128407,3,2,12,"123"
19892,128407,3,2,12,"123"
26460,128407,3,2,12,"123"
33303,128407,3,2,12,"123"
40413,128407,3,2,12,"123"
48006,128407,3,2,12,"123"
56080,128407,3,2,12,"123"
7045,128412,6,1,9,"91"
